Accession,Species,Genus,Family,Length,Host,GenBank_Title
NC_041958,Roseobacter virus RDJL2,Xiamenvirus,Siphoviridae,63513,Roseobacter denitrificans,"Roseobacter phage RDJL Phi 2, complete genome"
NC_041959,Enterococcus virus IMEEF1,Saphexavirus,Siphoviridae,57081,Enterococcus faecalis,"Enterococcus phage IME-EF1, complete genome"
NC_041960,Enterococcus virus SAP6,Saphexavirus,Siphoviridae,58619,Enterococcus faecalis,"Enterococcus phage SAP6, complete genome"
NC_041961,Arthrobacter virus Tank,Tankvirus,Siphoviridae,67592,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Tank, complete genome"
NC_041962,Tsukamurella virus TIN4,Tinduovirus,Siphoviridae,76268,Tsukamurella inchonensis,"Tsukamurella phage TIN4, complete genome"
NC_041963,Rhodobacter virus RcSpartan,Titanvirus,Siphoviridae,44194,Rhodobacter capsulatus YW1,"Rhodobacter phage RcSpartan, complete genome"
NC_041964,Pseudomonas virus R18,Kochitakasuvirus,Podoviridae,63560,Pseudomonas,"Pseudomonas phage R18 DNA, complete genome"
NC_041965,Mycobacterium virus Athena,Pipefishvirus,Siphoviridae,69409,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Athena, complete genome"
NC_041966,Acinetobacter virus WCHABP1,Obolenskvirus,Myoviridae,45888,Acinetobacter baumannii,"Acinetobacter phage WCHABP1, complete genome"
NC_041967,Acinetobacter virus WCHABP5,Friunavirus,Podoviridae,40409,Acinetobacter baumannii,"Acinetobacter phage WCHABP5, complete genome"
NC_041968,Pseudomonas virus G1,Nankokuvirus,Myoviridae,87646,Pseudomonas aeruginosa,"Pseudomonas phage vB_PaeM_G1, complete genome"
NC_041969,Mycobacterium virus Jebeks,Fishburnevirus,Siphoviridae,45580,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Jebeks, complete genome"
NC_041970,Mycobacterium virus Bongo,Bongovirus,Siphoviridae,80228,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bongo, complete genome"
NC_041971,Mycobacterium virus Rey,Reyvirus,Siphoviridae,83724,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Rey, complete genome"
NC_041972,Erwinia virus Deimos,Agricanvirus,Myoviridae,273501,Erwinia amylovora,"Erwinia phage vB_EamM_Deimos-Minion, complete genome"
NC_041973,Erwinia virus RAY,Agricanvirus,Myoviridae,271182,Erwinia amylovora,"Erwinia phage vB_EamM_RAY, complete genome"
NC_041974,Erwinia virus Simmy50,Agricanvirus,Myoviridae,271088,Erwinia amylovora,"Erwinia phage vB_EamM_Simmy50, complete genome"
NC_041975,Erwinia virus SpecialG,Agricanvirus,Myoviridae,273224,Erwinia amylovora,"Erwinia phage vB_EamM_Special G, complete genome"
NC_041976,Brevibacillus virus Jimmer,Jimmervirus,Myoviridae,54312,Brevibacillus laterosporus,"Brevibacillus phage Jimmer2, complete genome"
NC_041977,Citrobacter virus Mordin,Mooglevirus,Myoviridae,89596,Citrobacter freundii,"Citrobacter phage Mordin, complete genome"
NC_041978,Erwinia virus M7,Kolesnikvirus,Myoviridae,84694,Erwinia amylovora,"Erwinia phage vB_EamM-M7, complete genome"
NC_041979,Escherichia virus TP1,Felixounavirus,Myoviridae,88531,Escherichia coli O157:H7,"Escherichia coli O157 typing phage 1, complete genome"
NC_041980,Enterobacter virus Eap3,Slopekvirus,Myoviridae,175814,Klebsiella aerogenes,"Enterobacter phage phiEap-3, complete genome"
NC_041981,Klebsiella virus Miro,Slopekvirus,Myoviridae,176055,Klebsiella pneumoniae,"Klebsiella phage Miro, complete genome"
NC_041982,Mycobacterium virus Twister,Fromanvirus,Siphoviridae,51094,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Twister, complete genome"
NC_041983,Mycobacterium virus Timshel,Fromanvirus,Siphoviridae,53278,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Timshel, complete genome"
NC_041984,Mycobacterium virus Tiger,Fromanvirus,Siphoviridae,50332,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Tiger, complete genome"
NC_041985,Mycobacterium virus Switzer,Fromanvirus,Siphoviridae,52298,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Switzer, complete genome"
NC_041986,Mycobacterium virus Spartacus,Cheoctovirus,Siphoviridae,61164,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Spartacus, complete genome"
NC_041987,Mycobacterium virus Sirduracell,Kostyavirus,Siphoviridae,75973,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage SirDuracell, complete genome"
NC_041988,Mycobacterium virus Shilan,Cheoctovirus,Siphoviridae,59794,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ShiLan, complete genome"
NC_041989,Mycobacterium virus Shauna1,Cheoctovirus,Siphoviridae,59315,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Shauna1, complete genome"
NC_041990,Escherichia virus ST0,Mosigvirus,Myoviridae,170496,Escherichia coli H8,"Escherichia phage ST0, complete genome"
NC_041991,Salmonella virus AG11,Jerseyvirus,Siphoviridae,41546,Salmonella enterica subsp. enterica serovar Enteritidis,"Salmonella phage vB_SenS_AG11, complete genome"
NC_041992,Salmonella virus wksl3,Jerseyvirus,Siphoviridae,42633,Salmonella,"Salmonella phage wksl3, complete genome"
NC_041993,Mycobacterium virus Sebata,Bixzunavirus,Myoviridae,155286,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Sebata, complete genome"
NC_041994,Pseudomonas virus Noxifer,Noxifervirus,Myoviridae,278136,Pseudomonas fluorescens SBW25,"Pseudomonas phage Noxifer, complete genome"
NC_041995,Shigella virus ISF002,Tunavirus,Siphoviridae,50564,Shigella sonnei,"Shigella phage vB_SsoS-ISF002, complete genome"
NC_041996,Serratia virus CHI14,Winklervirus,Myoviridae,171175,Serratia sp. ATCC 39006,"Serratia phage CHI14, complete genome"
NC_041997,Acidovorax virus ACP17,Busanvirus,Myoviridae,156281,Acidovorax citrulli,"Acidovorax phage ACP17, complete genome"
NC_041998,Acinetobacter virus AbP2,Obolenskvirus,Myoviridae,45373,Acinetobacter baumannii,"Acinetobacter phage AbP2, complete genome"
NC_041999,Arthrobacter virus Beans,Marthavirus,Myoviridae,49797,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Beans, complete genome"
NC_042000,Arthrobacter virus Colucci,Radnorvirus,Myoviridae,70707,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Colucci, complete genome"
NC_042001,Arthrobacteria virus Molivia,Amigovirus,Siphoviridae,58247,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Molivia, complete genome"
NC_042002,Arthrobacter virus Abidatro,Galaxyvirus,Siphoviridae,39122,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Abidatro, complete genome"
NC_042003,Acinetobacter phage vB_AbaP_B1,Friunavirus,Podoviridae,40879,Acinetobacter baumannii,"Acinetobacter phage vB_AbaP_B1, complete genome"
NC_042004,Acinetobacter phage vB_AbaP_B3,Friunavirus,Podoviridae,40598,Acinetobacter baumannii,"Acinetobacter phage vB_AbaP_B3, complete genome"
NC_042005,Acintetobacter virus B5,Friunavirus,Podoviridae,41608,Acinetobacter baumannii,"Acinetobacter phage vB_AbaP_B5, complete genome"
NC_042006,Acinetobacter phage vB_ApiP_P1,Friunavirus,Podoviridae,41208,Acinetobacter pittii,"Acinetobacter phage vB_ApiP_P1, complete genome"
NC_042007,Acinetobacter phage vB_ApiP_P2,Friunavirus,Podoviridae,41514,Acinetobacter pittii,"Acinetobacter phage vB_ApiP_P2, complete genome"
NC_042008,Streptomyces virus Mildred21,Samistivirus,Siphoviridae,131976,Streptomyces viridochromogenes,"Streptomyces phage Mildred21, complete genome"
NC_042009,Streptomyces virus NootNoot,Samistivirus,Siphoviridae,131086,Streptomyces griseus,"Streptomyces phage NootNoot, complete genome"
NC_042010,Streptomyces virus Paradiddles,Samistivirus,Siphoviridae,133486,Streptomyces griseus,"Streptomyces phage Paradiddles, complete genome"
NC_042011,Streptomyces virus Peebs,Samistivirus,Siphoviridae,133047,Streptomyces lividans,"Streptomyces phage Peebs, complete genome"
NC_042012,Streptomyces virus Samisti12,Samistivirus,Siphoviridae,133710,Streptomyces griseus,"Streptomyces phage Samisti12, complete genome"
NC_042013,Agrobacterium virus Atuph07,Polybotosvirus,Myoviridae,490380,Agrobacterium tumefaciens,"Agrobacterium phage Atu_ph07, complete genome"
NC_042014,Arthrobacter virus Piccoletto,Marthavirus,Myoviridae,49808,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Piccoletto, complete genome"
NC_042015,Arthrobacter virus Shade,Marthavirus,Myoviridae,50930,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Shade, complete genome"
NC_042016,Strepomyces virus Drgrey,Rimavirus,Siphoviridae,56076,Streptomyces griseus,"Streptomyces phage DrGrey, complete genome"
NC_042017,Shigella virus Sf13,Mooglevirus,Myoviridae,87570,Shigella flexneri,"Shigella phage Sf13, complete genome"
NC_042018,Erwinia virus Risingsun,Risingsunvirus,Myoviridae,235108,Erwinia amylovora,"Erwinia phage vB_EamM_RisingSun, complete genome"
NC_042019,Aeromonas virus Asgz,Tulanevirus,Myoviridae,162422,Aeromonas salmonicida subsp. salmonicida,"Aeromonas phage AS-gz, complete genome"
NC_042020,Arthrobacter virus Adat,Jasminevirus,Podoviridae,45428,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Adat, complete genome"
NC_042021,Enterococcus virus phiSHEF2,Efquatrovirus,Siphoviridae,41712,Enterococcus faecalis,"Enterococcus phage phiSHEF2, complete genome"
NC_042022,Enterococcus virus phiSHEF4,Efquatrovirus,Siphoviridae,41081,Enterococcus faecalis,"Enterococcus phage phiSHEF4, complete genome"
NC_042023,Enterococcus virus phiSHEF5,Efquatrovirus,Siphoviridae,41598,Enterococcus faecalis,"Enterococcus phage phiSHEF5, complete genome"
NC_042024,Lactococcus virus P2,Skunavirus,Siphoviridae,27595,Lactococcus lactis subsp. cremoris MG1363,"Lactococcus lactis phage p2, complete genome"
NC_042025,Salmonella virus SE1Kor,Nonagvirus,Siphoviridae,60030,Salmonella enterica subsp. enterica serovar Enteritidis,"Salmonella phage SE1 (in:Nonagvirus), complete genome"
NC_042027,Mycobacterium virus Pumpkin,Kostyavirus,Siphoviridae,74491,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Pumpkin, complete genome"
NC_042028,Acinetobacter virus AB1,Obolenskvirus,Myoviridae,45159,Acinetobacter baumannii,"Acinetobacter phage AB1, complete genome"
NC_042029,Edwardsiella virus eiAU,Eiauvirus,Siphoviridae,43015,Edwardsiella ictaluri,"Edwardsiella phage eiAU, complete genome"
NC_042030,Mycobacterium virus Yoshi,Cheoctovirus,Siphoviridae,58714,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Yoshi, complete sequence"
NC_042031,Mycobacterium virus Anaya,Timquatrovirus,Siphoviridae,60835,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Anaya, complete sequence"
NC_042032,Mycobacterium virus Marvin,Marvinvirus,Siphoviridae,65100,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Marvin, complete sequence"
NC_042033,Mycobacterium virus Send513,Papyrusvirus,Siphoviridae,71547,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Send513, complete sequence"
NC_042034,Mycobacterium virus Chrisnmich,Coopervirus,Siphoviridae,70428,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ChrisnMich, complete sequence"
NC_042035,Mycobacterium virus Zemanar,Coopervirus,Siphoviridae,71092,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Zemanar, complete sequence"
NC_042036,Mycobacterium virus Rockstar,Fromanvirus,Siphoviridae,47780,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Rockstar, complete genome"
NC_042037,Aeromonas virus pIS4A,Roufvirus,Siphoviridae,47624,Aeromonas sp. IS4,Aeromonas phage pIS4-A genomic sequence
NC_042038,Escherichia virus KP26,Rogunavirus,Siphoviridae,47285,Salmonella enterica,"Enterobacteriophage phiKP26, complete genome"
NC_042039,Shigella virus Sf22,Tequatrovirus,Myoviridae,166283,Shigella flexneri,"Shigella phage Sf22, complete genome"
NC_042040,Rhodococcus virus Trina,Trinavirus,Siphoviridae,139262,Rhodococcus erythropolis,"Rhodococcus phage Trina, complete genome"
NC_042041,Klebsiella virus KpV52,Jedunavirus,Myoviridae,47760,Klebsiella pneumoniae,"Klebsiella phage vB_KpnM_KpV79, complete genome"
NC_042042,Streptomyces virus Scap1,Scapunavirus,Siphoviridae,43060,Streptomyces scabiei,"Streptomyces phage Scap1, complete genome"
NC_042043,Escherichia virus SRT8,Sertoctavirus,Siphoviridae,49579,Escherichia coli BL21,"Escherichia phage SRT8, complete genome"
NC_042044,Salmonella virus Melville,Gelderlandvirus,Myoviridae,159323,Salmonella enterica subsp. enterica serovar Newport,"Salmonella phage Melville, complete genome"
NC_042045,Gordonia virus Lennon,Vividuovirus,Siphoviridae,60237,Gordonia terrae,"Gordonia phage Lennon, complete genome"
NC_042046,Escherichia virus C119,Rogunavirus,Siphoviridae,47319,Escherichia coli,"Escherichia phage C119, complete genome"
NC_042047,Serratia virus IME250,,Ackermannviridae,154938,Serratia rubidaea,"Serratia phage vB_Sru_IME250, complete genome"
NC_042048,Listeria virus LMTA34,Pecentumvirus,Herelleviridae,138036,Listeria monocytogenes,"Listeria phage LMTA-34, complete genome"
NC_042049,Rhodobacter virus RcCronus,Cronusvirus,Siphoviridae,35985,Rhodobacter capsulatus YW1,"Rhodobacter phage RcCronus, complete genome"
NC_042050,Mycobacterium virus Godines,Rosebushvirus,Siphoviridae,67277,Mycolicibacterium smegmatis,"Mycobacterium phage Godines, complete genome"
NC_042051,Streptomyces virus Aaronocolus,Likavirus,Siphoviridae,49562,Streptomyces griseus,"Streptomyces phage Aaronocolus, complete genome"
NC_042052,Streptomyces virus Hydra,Likavirus,Siphoviridae,50727,Streptomyces griseus,"Streptomyces phage Hydra, complete genome"
NC_042053,Arthrobacter virus Trina,Radnorvirus,Myoviridae,70265,Arthrobacter sp. ATCC 21022,"Arthrobacter phage PrincessTrina, complete genome"
NC_042054,Pseudomonas virus KIL2,Flaumdravirus,Myoviridae,92816,Pseudomonas syringae,"Pseudomonas phage vB_PsyM_KIL4, complete genome"
NC_042055,Mycobacterium virus Pipsqueaks,Charlievirus,Siphoviridae,43679,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Pipsqueaks, complete genome"
NC_042056,Erwinia virus Machina,Machinavirus,Myoviridae,241654,Erwinia amylovora,"Erwinia phage vB_EamM_Machina, complete genome"
NC_042057,Escherichia virus DE3,Lambdavirus,Siphoviridae,42925,Escherichia coli BL21(DE3),"Enterobacteria phage DE3, complete genome"
NC_042058,Mycobacterium virus Wonder,Fromanvirus,Siphoviridae,48491,,"Mycobacterium phage Wonder, complete genome"
NC_042059,Halobacterium virus phiH,Myohalovirus,Myoviridae,3696,,"Halobacterium phage phiH T4, T4', and T<down>LX1</down> genes, complete sequence; and orf75 (T<down>LX3</down>) gene, complete cds"
NC_042060,Pseudomonas virus PA7,Phikzvirus,Myoviridae,266743,Pseudomonas aeruginosa,"Pseudomonas phage PA7, partial genome"
NC_042061,Salmonella virus STML131,Viunavirus,Myoviridae,157235,Salmonella,"Salmonella phage STML-13-1, partial genome"
NC_042062,Salmonella virus SP069,Nonanavirus,Siphoviridae,41391,Salmonella enterica,"Salmonella phage FSL SP-069 hypothetical proteins, RdgC exonuclease, hypothetical proteins, TerL, hypothetical proteins, deoxyuridine 5'-triphosphate nucleotidohydrolase, hypothetical proteins, NinH, head morphogenesis protein, hypothetical proteins, capsid related protein, hypothetical proteins, enolase-like protein, hypothetical proteins, tail fiber, hypothetical protein, putative endolysin, hypothetical proteins, and DNA polymerase genes, complete cds"
NC_042063,Salmonella virus SP069,Nonanavirus,Siphoviridae,13598,Salmonella enterica,"Salmonella phage FSL SP-069 hypothetical protein gene, partial cds; and hypothetical proteins, helicase, endodeoxyribonuclease, hypothetical protein, primase, hypothetical proteins, Dcm, hypothetical proteins, ParB-like nuclease domain, hypothetical proteins, and putative polyphosphate hydrolase genes, complete cds"
NC_042064,Salmonella virus SP069,Nonanavirus,Siphoviridae,1623,Salmonella enterica,"Salmonella phage FSL SP-069 hypothetical protein genes, complete cds"
NC_042065,Salmonella virus SP101,Jerseyvirus,Siphoviridae,41873,Salmonella enterica,"Salmonella phage FSL SP-101, partial genome"
NC_042066,Salmonella virus SP126,Tlsvirus,Siphoviridae,51092,Salmonella enterica,"Salmonella phage FSL SP-126, partial genome"
NC_042067,Citrobacter virus CF1,Moonvirus,Myoviridae,171911,Citrobacter freundii,"Citrobacter phage CF1 ERZ-2017, complete genome"
NC_042068,Pseudomonas virus phiNN,Cystovirus,Cystoviridae,6503,Pseudomonas sp.,"Pseudomonas phage phiNN segment L, complete sequence"
NC_042069,Pseudomonas virus phiNN,Cystovirus,Cystoviridae,3814,Pseudomonas sp.,"Pseudomonas phage phiNN segment M, complete sequence"
NC_042070,Pseudomonas virus phiNN,Cystovirus,Cystoviridae,2945,Pseudomonas sp.,"Pseudomonas phage phiNN segment S, complete sequence"
NC_042071,Pseudomonas virus phiYY,Cystovirus,Cystoviridae,6648,Pseudomonas aeruginosa,"Pseudomonas phage phiYY segment L, complete sequence"
NC_042072,Pseudomonas virus phiYY,Cystovirus,Cystoviridae,3862,Pseudomonas aeruginosa,"Pseudomonas phage phiYY segment M, complete sequence"
NC_042073,Pseudomonas virus phiYY,Cystovirus,Cystoviridae,3004,Pseudomonas aeruginosa,"Pseudomonas phage phiYY segment S, complete sequence"
NC_042074,Vibrio virus JSF10,Jesfedecavirus,Siphoviridae,111671,Vibrio cholerae,"Vibrio phage JSF10, complete genome"
NC_042075,Shigella virus Sf14,Mooglevirus,Myoviridae,87575,Shigella flexneri,"Shigella phage Sf14, complete genome"
NC_042076,Shigella virus Sf17,Mooglevirus,Myoviridae,90092,Shigella boydii,"Shigella phage Sf17, complete genome"
NC_042077,Shigella virus Sf21,Tequatrovirus,Myoviridae,166002,Shigella flexneri,"Shigella phage Sf21, complete genome"
NC_042078,Shigella virus Sf24,Tequatrovirus,Myoviridae,168112,Shigella flexneri,"Shigella phage Sf24, complete genome"
NC_042079,Pseudomonas virus E217,Pbunavirus,Myoviridae,66291,Pseudomonas,"Pseudomonas phage vB_PaeM_E217, complete genome"
NC_042080,Pseudomonas virus E215,Pbunavirus,Myoviridae,66789,Pseudomonas,"Pseudomonas phage vB_PaeM_E215, complete genome"
NC_042081,Pseudomonas virus SL2,Phikzvirus,Myoviridae,279696,Pseudomonas aeruginosa,"Pseudomonas phage SL2, complete genome"
NC_042082,Stenotrophomonas virus DLP5,Delepquintavirus,Siphoviridae,96542,Stenotrophomonas maltophilia,"Stenotrophomonas phage vB_SmaS_DLP_5, complete genome"
NC_042083,Gluconobacter virus GC1,Gammatectivirus,Tectiviridae,16523,Gluconobacter cerinus,"Gluconobacter phage GC1, complete genome"
NC_042084,Escherichia phage VB_EcoS-Golestan,Kagunavirus,Siphoviridae,44829,Escherichia coli,"Escherichia phage VB_EcoS-Golestan, complete genome"
NC_042085,Corynebacterium virus C3PO,Ceetrepovirus,Siphoviridae,67383,Corynebacterium vitaeruminis,"Corynebacterium phage C3PO, complete genome"
NC_042086,Corynebacterium virus Darwin,Ceetrepovirus,Siphoviridae,67743,Corynebacterium vitaeruminis,"Corynebacterium phage Darwin, complete genome"
NC_042087,Corynebacterium virus Zion,Ceetrepovirus,Siphoviridae,66392,Corynebacterium vitaeruminis,"Corynebacterium phage Zion, complete genome"
NC_042088,Gordonia virus Gustav,Gustavvirus,Siphoviridae,44408,Gordonia terrae,"Gordonia phage Gustav, complete genome"
NC_042089,Gordonia virus Mahdia,Gustavvirus,Siphoviridae,42475,Gordonia terrae,"Gordonia phage Mahdia, complete genome"
NC_042090,Proteus virus PM135,Novosibvirus,Siphoviridae,104329,Proteus mirabilis,"Proteus phage PM135, complete genome"
NC_042091,Pseudomonas virus nickie,Nickievirus,Siphoviridae,112225,Pseudomonas syringae pv. avii,"Pseudomonas phage nickie, complete genome"
