Accession,Species,Genus,Family,Length,Host,GenBank_Title
MN855816,Siphoviridae sp.,,Siphoviridae,13366,,"Siphoviridae sp. isolate 163, complete genome"
MN855817,Bacteriophage sp.,,,13251,Apis mellifera,"Bacteriophage sp. isolate 151, complete genome"
MN855818,Myoviridae sp.,,Myoviridae,13245,Lactobacillus melliventris,"Myoviridae sp. isolate 237, complete genome"
MN855819,Bacteriophage sp.,,,13003,Apis mellifera,"Bacteriophage sp. isolate 156, complete genome"
MN855820,Bacteriophage sp.,,,12962,Apis mellifera,"Bacteriophage sp. isolate 159, complete genome"
MN855821,Bacteriophage sp.,,,12887,Apis mellifera,"Bacteriophage sp. isolate 160, complete genome"
MN855822,Myoviridae sp.,,Myoviridae,12533,,"Myoviridae sp. isolate 243, complete genome"
MN855823,Myoviridae sp.,,Myoviridae,12425,,"Myoviridae sp. isolate 249, complete genome"
MN855824,Bacteriophage sp.,,,12420,Apis mellifera,"Bacteriophage sp. isolate 165, complete genome"
MN855825,Bacteriophage sp.,,,12287,Apis mellifera,"Bacteriophage sp. isolate 166, complete genome"
MN855826,Myoviridae sp.,,Myoviridae,11839,,"Myoviridae sp. isolate 252, complete genome"
MN855827,Bacteriophage sp.,,,11802,Apis mellifera,"Bacteriophage sp. isolate 116, complete genome"
MN855828,Bacteriophage sp.,,,11668,Apis mellifera,"Bacteriophage sp. isolate 175, complete genome"
MN855829,Bacteriophage sp.,,,11642,Apis mellifera,"Bacteriophage sp. isolate 177, complete genome"
MN855830,Bacteriophage sp.,,,11536,Apis mellifera,"Bacteriophage sp. isolate 179, complete genome"
MN855831,Bacteriophage sp.,,,11463,Apis mellifera,"Bacteriophage sp. isolate 184, complete genome"
MN855832,Bacteriophage sp.,,,11264,Apis mellifera,"Bacteriophage sp. isolate 186, complete genome"
MN855833,Bacteriophage sp.,,,10903,Apis mellifera,"Bacteriophage sp. isolate 190, complete genome"
MN855834,Bacteriophage sp.,,,10566,Apis mellifera,"Bacteriophage sp. isolate 199, complete genome"
MN855835,Bacteriophage sp.,,,10529,Apis mellifera,"Bacteriophage sp. isolate 12, complete genome"
MN855836,Bacteriophage sp.,,,10519,Apis mellifera,"Bacteriophage sp. isolate 201, complete genome"
MN855837,Bacteriophage sp.,,,10442,Apis mellifera,"Bacteriophage sp. isolate 206, complete genome"
MN855838,Bacteriophage sp.,,,10438,Apis mellifera,"Bacteriophage sp. isolate 124, complete genome"
MN855839,Bacteriophage sp.,,,10343,Apis mellifera,"Bacteriophage sp. isolate 208, complete genome"
MN855840,Bacteriophage sp.,,,10196,Apis mellifera,"Bacteriophage sp. isolate 125, complete genome"
MN855842,Siphoviridae sp.,,Siphoviridae,9942,,"Siphoviridae sp. isolate 224, complete genome"
MN855843,Siphoviridae sp.,,Siphoviridae,9774,,"Siphoviridae sp. isolate 231, complete genome"
MN855845,Siphoviridae sp.,,Siphoviridae,9684,,"Siphoviridae sp. isolate 238, complete genome"
MN855846,Bacteriophage sp.,,,9663,Apis mellifera,"Bacteriophage sp. isolate 230, complete genome"
MN855847,Siphoviridae sp.,,Siphoviridae,9649,,"Siphoviridae sp. isolate 240, complete genome"
MN855848,Bacteriophage sp.,,,9501,Apis mellifera,"Bacteriophage sp. isolate 235, complete genome"
MN855849,Siphoviridae sp.,,Siphoviridae,9378,,"Siphoviridae sp. isolate 248, complete genome"
MN855850,Siphoviridae sp.,,Siphoviridae,9353,,"Siphoviridae sp. isolate 25, complete genome"
MN855851,Bacteriophage sp.,,,9204,Apis mellifera,"Bacteriophage sp. isolate 246, complete genome"
MN855852,Bacteriophage sp.,,,8951,Apis mellifera,"Bacteriophage sp. isolate 253, complete genome"
MN855854,Siphoviridae sp.,,Siphoviridae,8830,,"Siphoviridae sp. isolate 269, complete genome"
MN855855,Bacteriophage sp.,,,8689,Apis mellifera,"Bacteriophage sp. isolate 263, complete genome"
MN855856,Bacteriophage sp.,,,8620,Apis mellifera,"Bacteriophage sp. isolate 268, complete genome"
MN855857,Siphoviridae sp.,,Siphoviridae,8593,,"Siphoviridae sp. isolate 285, complete genome"
MN855858,Bacteriophage sp.,,,8517,Apis mellifera,"Bacteriophage sp. isolate 272, complete genome"
MN855859,Bacteriophage sp.,,,8505,Apis mellifera,"Bacteriophage sp. isolate 273, complete genome"
MN855860,Bacteriophage sp.,,,8344,Apis mellifera,"Bacteriophage sp. isolate 280, complete genome"
MN855861,Bacteriophage sp.,,,8227,Apis mellifera,"Bacteriophage sp. isolate 284, complete genome"
MN855862,Siphoviridae sp.,,Siphoviridae,8176,,"Siphoviridae sp. isolate 294, complete genome"
MN855863,Bacteriophage sp.,,,8170,Apis mellifera,"Bacteriophage sp. isolate 286, complete genome"
MN855864,Bacteriophage sp.,,,8082,Apis mellifera,"Bacteriophage sp. isolate 288, complete genome"
MN855865,Myoviridae sp.,,Myoviridae,8006,,"Myoviridae sp. isolate 346, complete genome"
MN855866,Bacteriophage sp.,,,8002,Apis mellifera,"Bacteriophage sp. isolate 292, complete genome"
MN855867,Bacteriophage sp.,,,7957,Apis mellifera,"Bacteriophage sp. isolate 295, complete genome"
MN855868,Bacteriophage sp.,,,7875,Apis mellifera,"Bacteriophage sp. isolate 298, complete genome"
MN855869,Myoviridae sp.,,Myoviridae,7813,,"Myoviridae sp. isolate 350, complete genome"
MN855870,Bacteriophage sp.,,,7717,Apis mellifera,"Bacteriophage sp. isolate 308, complete genome"
MN855871,Bacteriophage sp.,,,7705,Apis mellifera,"Bacteriophage sp. isolate 309, complete genome"
MN855872,Myoviridae sp.,,Myoviridae,7671,,"Myoviridae sp. isolate 376, complete genome"
MN855873,Myoviridae sp.,,Myoviridae,7605,,"Myoviridae sp. isolate 392, complete genome"
MN855874,Siphoviridae sp.,,Siphoviridae,7498,,"Siphoviridae sp. isolate 329, complete genome"
MN855875,Bacteriophage sp.,,,7327,Apis mellifera,"Bacteriophage sp. isolate 328, complete genome"
MN855876,Siphoviridae sp.,,Siphoviridae,7266,,"Siphoviridae sp. isolate 339, complete genome"
MN855877,Bacteriophage sp.,,,7203,Apis mellifera,"Bacteriophage sp. isolate 335, complete genome"
MN855878,Bacteriophage sp.,,,7198,Apis mellifera,"Bacteriophage sp. isolate 336, complete genome"
MN855879,Siphoviridae sp.,,Siphoviridae,7197,,"Siphoviridae sp. isolate 341, complete genome"
MN855880,Siphoviridae sp.,,Siphoviridae,7142,,"Siphoviridae sp. isolate 369, complete genome"
MN855882,Bacteriophage sp.,,,7028,Apis mellifera,"Bacteriophage sp. isolate 347, complete genome"
MN855883,Siphoviridae sp.,,Siphoviridae,7010,,"Siphoviridae sp. isolate 373, complete genome"
MN855884,Siphoviridae sp.,,Siphoviridae,6950,,"Siphoviridae sp. isolate 374, complete genome"
MN855885,Siphoviridae sp.,,Siphoviridae,6896,,"Siphoviridae sp. isolate 38, complete genome"
MN855887,Siphoviridae sp.,,Siphoviridae,6790,,"Siphoviridae sp. isolate 442, complete genome"
MN855888,Bacteriophage sp.,,,6772,Apis mellifera,"Bacteriophage sp. isolate 365, complete genome"
MN855889,Bacteriophage sp.,,,6666,Apis mellifera,"Bacteriophage sp. isolate 370, complete genome"
MN855890,Bacteriophage sp.,,,6635,Apis mellifera,"Bacteriophage sp. isolate 372, complete genome"
MN855892,Inoviridae sp.,,Inoviridae,6503,,"Inoviridae sp. isolate 381, complete genome"
MN855893,Inoviridae sp.,,Inoviridae,6496,,"Inoviridae sp. isolate 382, complete genome"
MN855894,Bacteriophage sp.,,,6483,Apis mellifera,"Bacteriophage sp. isolate 384, complete genome"
MN855895,Bacteriophage sp.,,,6481,Apis mellifera,"Bacteriophage sp. isolate 385, complete genome"
MN855896,Bacteriophage sp.,,,6481,Apis mellifera,"Bacteriophage sp. isolate 386, complete genome"
MN855897,Inoviridae sp.,,Inoviridae,6465,,"Inoviridae sp. isolate 387, complete genome"
MN855898,Bacteriophage sp.,,,6451,Apis mellifera,"Bacteriophage sp. isolate 389, complete genome"
MN855899,Bacteriophage sp.,,,6436,Apis mellifera,"Bacteriophage sp. isolate 390, complete genome"
MN855900,Siphoviridae sp.,,Siphoviridae,6344,,"Siphoviridae sp. isolate 4, complete genome"
MN855901,Myoviridae sp.,,Myoviridae,6338,,"Myoviridae sp. isolate 475, complete genome"
MN855902,Myoviridae sp.,,Myoviridae,6224,,"Myoviridae sp. isolate 49, complete genome"
MN855904,Bacteriophage sp.,,,6208,Apis mellifera,"Bacteriophage sp. isolate 412, complete genome"
MN855905,Myoviridae sp.,,Myoviridae,6176,,"Myoviridae sp. isolate 494, complete genome"
MN855906,Bacteriophage sp.,,,6170,Apis mellifera,"Bacteriophage sp. isolate 417, complete genome"
MN855907,Bacteriophage sp.,,,6152,Apis mellifera,"Bacteriophage sp. isolate 418, complete genome"
MN855908,Bacteriophage sp.,,,6151,Apis mellifera,"Bacteriophage sp. isolate 419, complete genome"
MN855909,Bacteriophage sp.,,,6131,Apis mellifera,"Bacteriophage sp. isolate 422, complete genome"
MN855910,Bacteriophage sp.,,,6127,Apis mellifera,"Bacteriophage sp. isolate 423, complete genome"
MN855911,Siphoviridae sp.,,Siphoviridae,6029,,"Siphoviridae sp. isolate 429, complete genome"
MN855912,Siphoviridae sp.,,Siphoviridae,6006,,"Siphoviridae sp. isolate 439, complete genome"
MN855913,Bacteriophage sp.,,,6002,Apis mellifera,"Bacteriophage sp. isolate 433, complete genome"
MN855915,Bacteriophage sp.,,,5983,Apis mellifera,"Bacteriophage sp. isolate 436, complete genome"
MN855916,Siphoviridae sp.,,Siphoviridae,5958,,"Siphoviridae sp. isolate 451, complete genome"
MN855917,Bacteriophage sp.,,,5942,Apis mellifera,"Bacteriophage sp. isolate 441, complete genome"
MN855918,Siphoviridae sp.,,Siphoviridae,5939,,"Siphoviridae sp. isolate 486, complete genome"
MN855919,Bacteriophage sp.,,,5924,Apis mellifera,"Bacteriophage sp. isolate 444, complete genome"
MN855921,Bacteriophage sp.,,,5735,Apis mellifera,"Bacteriophage sp. isolate 458, complete genome"
MN855922,Bacteriophage sp.,,,5680,Apis mellifera,"Bacteriophage sp. isolate 463, complete genome"
MN855923,Bacteriophage sp.,,,5664,Apis mellifera,"Bacteriophage sp. isolate 465, complete genome"
MN855924,Bacteriophage sp.,,,5647,Apis mellifera,"Bacteriophage sp. isolate 468, complete genome"
MN855925,Siphoviridae sp.,,Siphoviridae,5638,,"Siphoviridae sp. isolate 511, complete genome"
MN855926,Bacteriophage sp.,,,5627,Apis mellifera,"Bacteriophage sp. isolate 470, complete genome"
MN855927,Bacteriophage sp.,,,5598,Apis mellifera,"Bacteriophage sp. isolate 472, complete genome"
MN855928,Bacteriophage sp.,,,5564,Apis mellifera,"Bacteriophage sp. isolate 474, complete genome"
MN855929,Bacteriophage sp.,,,5550,Apis mellifera,"Bacteriophage sp. isolate 476, complete genome"
MN855931,Bacteriophage sp.,,,5525,Apis mellifera,"Bacteriophage sp. isolate 482, complete genome"
MN855933,Siphoviridae sp.,,Siphoviridae,5502,,"Siphoviridae sp. isolate 66, complete genome"
MN855934,Bacteriophage sp.,,,5495,Apis mellifera,"Bacteriophage sp. isolate 487, complete genome"
MN855935,Bacteriophage sp.,,,5464,Apis mellifera,"Bacteriophage sp. isolate 491, complete genome"
MN855936,Bacteriophage sp.,,,5460,Apis mellifera,"Bacteriophage sp. isolate 492, complete genome"
MN855937,Bacteriophage sp.,,,5442,Apis mellifera,"Bacteriophage sp. isolate 493, complete genome"
MN855939,Myoviridae sp.,,Myoviridae,5388,,"Myoviridae sp. isolate 6, complete genome"
MN855940,Myoviridae sp.,,Myoviridae,5329,,"Myoviridae sp. isolate 64, complete genome"
MN855941,Bacteriophage sp.,,,5307,Apis mellifera,"Bacteriophage sp. isolate 500, complete genome"
MN855942,Bacteriophage sp.,,,5261,Apis mellifera,"Bacteriophage sp. isolate 506, complete genome"
MN855943,Bacteriophage sp.,,,5257,Apis mellifera,"Bacteriophage sp. isolate 507, complete genome"
MN855944,Bacteriophage sp.,,,5224,Apis mellifera,"Bacteriophage sp. isolate 510, complete genome"
MN855945,Myoviridae sp.,,Myoviridae,5215,,"UNVERIFIED: Myoviridae sp. isolate 69, complete genome"
MN855946,Bacteriophage sp.,,,5178,Apis mellifera,"Bacteriophage sp. isolate 517, complete genome"
MN855947,Bacteriophage sp.,,,5149,Apis mellifera,"Bacteriophage sp. isolate 523, complete genome"
MN855948,Bacteriophage sp.,,,5148,Apis mellifera,"Bacteriophage sp. isolate 524, complete genome"
MN855949,Bacteriophage sp.,,,5053,Apis mellifera,"Bacteriophage sp. isolate 536, complete genome"
MN855950,Siphoviridae sp.,,Siphoviridae,6247,,"Siphoviridae sp. isolate 481, complete genome"
MN855951,Siphoviridae sp.,,Siphoviridae,8336,,"Siphoviridae sp. isolate 353, complete genome"
MN855952,Siphoviridae sp.,,Siphoviridae,7169,,"Siphoviridae sp. isolate 363, complete genome"
MN855953,Bacteriophage sp.,,,5174,Lactobacillus melliventris,"Bacteriophage sp. isolate 518, complete genome"
MN855954,Siphoviridae sp.,,Siphoviridae,36113,Bifidobacterium asteroides,"Siphoviridae sp. isolate 469, complete genome"
MN855955,Bacteriophage sp.,,,29347,Apis mellifera,"Bacteriophage sp. isolate 57, complete genome"
MN855956,Siphoviridae sp.,,Siphoviridae,26794,,"Siphoviridae sp. isolate 115, complete genome"
MN855958,Bacteriophage sp.,,,17820,Apis mellifera,"Bacteriophage sp. isolate 106, complete genome"
MN855959,Siphoviridae sp.,,Siphoviridae,16751,,"Siphoviridae sp. isolate 167, complete genome"
MN855960,Siphoviridae sp.,,Siphoviridae,14885,,"Siphoviridae sp. isolate 17, complete genome"
MN855961,Bacteriophage sp.,,,13848,Apis mellifera,"Bacteriophage sp. isolate 145, complete genome"
MN855962,Bacteriophage sp.,,,10478,Apis mellifera,"Bacteriophage sp. isolate 205, complete genome"
MN855963,Siphoviridae sp.,,Siphoviridae,10330,,"Siphoviridae sp. isolate 3, complete genome"
MN855964,Siphoviridae sp.,,Siphoviridae,10229,,"Siphoviridae sp. isolate 31, complete genome"
MN855965,Siphoviridae sp.,,Siphoviridae,9673,,"Siphoviridae sp. isolate 340, complete genome"
MN855966,Bacteriophage sp.,,,6781,Apis mellifera,"Bacteriophage sp. isolate 364, complete genome"
MN855967,Bacteriophage sp.,,,5999,Apis mellifera,"Bacteriophage sp. isolate 434, complete genome"
MN855968,Bacteriophage sp.,,,5854,Apis mellifera,"Bacteriophage sp. isolate 450, complete genome"
MN855969,Siphoviridae sp.,,Siphoviridae,5790,,"Siphoviridae sp. isolate 51, complete genome"
MN855970,Bacteriophage sp.,,,5209,Bifidobacterium asteroides,"Bacteriophage sp. isolate 515, complete genome"
MN855971,Bacteriophage sp.,,,6916,Apis mellifera,"Bacteriophage sp. isolate 354, complete genome"
MN855972,Bacteriophage sp.,,,5781,Apis mellifera,"Bacteriophage sp. isolate 457, complete genome"
MN855973,Myoviridae sp.,,Myoviridae,5465,,"Myoviridae sp. isolate 533, complete genome"
MN855974,Myoviridae sp.,,Myoviridae,7781,Lactobacillus kimbladii,"Myoviridae sp. isolate 360, complete genome"
MN855975,Siphoviridae sp.,,Siphoviridae,36986,Gilliamella apicola,"Siphoviridae sp. isolate 45, complete genome"
MN855976,Siphoviridae sp.,,Siphoviridae,26455,,"Siphoviridae sp. isolate 68, complete genome"
MN855977,Myoviridae sp.,,Myoviridae,19295,,"Myoviridae sp. isolate 214, complete genome"
MN855978,Bacteriophage sp.,,,17853,Apis mellifera,"Bacteriophage sp. isolate 105, complete genome"
MN855979,Bacteriophage sp.,,,13913,Apis mellifera,"Bacteriophage sp. isolate 144, complete genome"
MN855980,Bacteriophage sp.,,,11658,Apis mellifera,"Bacteriophage sp. isolate 176, complete genome"
MN855981,Bacteriophage sp.,,,11014,Apis mellifera,"Bacteriophage sp. isolate 187, complete genome"
MN855982,Siphoviridae sp.,,Siphoviridae,11009,,"Siphoviridae sp. isolate 258, complete genome"
MN855983,Bacteriophage sp.,,,10901,Apis mellifera,"Bacteriophage sp. isolate 191, complete genome"
MN855984,Siphoviridae sp.,,Siphoviridae,9354,,"Siphoviridae sp. isolate 348, complete genome"
MN855985,Siphoviridae sp.,,Siphoviridae,8827,Lactobacillus kullabergensis,"Siphoviridae sp. isolate 349, complete genome"
MN855986,Bacteriophage sp.,,,8786,Apis mellifera,"Bacteriophage sp. isolate 259, complete genome"
MN855987,Bacteriophage sp.,,,8654,Apis mellifera,"Bacteriophage sp. isolate 265, complete genome"
MN855989,Bacteriophage sp.,,,6889,Apis mellifera,"Bacteriophage sp. isolate 357, complete genome"
MN855990,Bacteriophage sp.,,,6759,Apis mellifera,"Bacteriophage sp. isolate 366, complete genome"
MN855991,Siphoviridae sp.,,Siphoviridae,6579,Bifidobacterium asteroides,"Siphoviridae sp. isolate 456, complete genome"
MN855992,Bacteriophage sp.,,,6564,Apis mellifera,"Bacteriophage sp. isolate 377, complete genome"
MN855993,Siphoviridae sp.,,Siphoviridae,6421,,"Siphoviridae sp. isolate 399, complete genome"
MN855994,Bacteriophage sp.,,,6340,Apis mellifera,"Bacteriophage sp. isolate 396, complete genome"
MN855995,Siphoviridae sp.,,Siphoviridae,6334,,"Siphoviridae sp. isolate 403, complete genome"
MN855996,Bacteriophage sp.,,,6331,Apis mellifera,"Bacteriophage sp. isolate 400, complete genome"
MN855997,Siphoviridae sp.,,Siphoviridae,6202,,"Siphoviridae sp. isolate 421, complete genome"
MN855998,Siphoviridae sp.,,Siphoviridae,5853,,"Siphoviridae sp. isolate 46, complete genome"
MN855999,Bacteriophage sp.,,,5506,Apis mellifera,"Bacteriophage sp. isolate 484, complete genome"
MN856000,Siphoviridae sp.,,Siphoviridae,5284,,"Siphoviridae sp. isolate 519, complete genome"
MN856001,Bacteriophage sp.,,,5113,Apis mellifera,"Bacteriophage sp. isolate 526, complete genome"
MN856002,Siphoviridae sp.,,Siphoviridae,5169,Bifidobacterium asteroides,"Siphoviridae sp. isolate 531, complete genome"
MN856003,Bacteriophage sp.,,,48212,Apis mellifera,"Bacteriophage sp. isolate 1, complete genome"
MN856004,Myoviridae sp.,,Myoviridae,43720,,"Myoviridae sp. isolate 289, complete genome"
MN856005,Myoviridae sp.,,Myoviridae,42833,,"Myoviridae sp. isolate 302, complete genome"
MN856006,Siphoviridae sp.,,Siphoviridae,41188,,"Siphoviridae sp. isolate 29, complete genome"
MN856007,Siphoviridae sp.,,Siphoviridae,35225,,"Siphoviridae sp. isolate 414, complete genome"
MN856008,Siphoviridae sp.,,Siphoviridae,35076,Lactobacillus,"Siphoviridae sp. isolate 424, complete genome"
MN856009,Siphoviridae sp.,,Siphoviridae,33611,,"Siphoviridae sp. isolate 466, complete genome"
MN856010,Bacteriophage sp.,,,29325,Apis mellifera,"Bacteriophage sp. isolate 58, complete genome"
MN856011,Bacteriophage sp.,,,26701,Apis mellifera,"Bacteriophage sp. isolate 67, complete genome"
MN856012,Myoviridae sp.,,Myoviridae,26028,,"Myoviridae sp. isolate 96, complete genome"
MN856013,Myoviridae sp.,,Myoviridae,23245,,"Myoviridae sp. isolate 131, complete genome"
MN856014,Siphoviridae sp.,,Siphoviridae,23067,,"Siphoviridae sp. isolate 81, complete genome"
MN856015,Myoviridae sp.,,Myoviridae,22639,,"Myoviridae sp. isolate 136, complete genome"
MN856016,Bacteriophage sp.,,,20704,Apis mellifera,"Bacteriophage sp. isolate 93, complete genome"
MN856017,Myoviridae sp.,,Myoviridae,15902,,"Myoviridae sp. isolate 221, complete genome"
MN856018,Myoviridae sp.,,Myoviridae,15386,,"Myoviridae sp. isolate 232, complete genome"
MN856019,Bacteriophage sp.,,,15119,Apis mellifera,"Bacteriophage sp. isolate 127, complete genome"
MN856020,Siphoviridae sp.,,Siphoviridae,14827,,"Siphoviridae sp. isolate 147, complete genome"
MN856021,Bacteriophage sp.,,,14810,Apis mellifera,"Bacteriophage sp. isolate 135, complete genome"
MN856022,Bacteriophage sp.,,,14462,Apis mellifera,"Bacteriophage sp. isolate 138, complete genome"
MN856023,Siphoviridae sp.,,Siphoviridae,13628,Gilliamella apicola,"Siphoviridae sp. isolate 16, complete genome"
MN856024,Bacteriophage sp.,,,13073,Apis mellifera,"Bacteriophage sp. isolate 154, complete genome"
MN856025,Bacteriophage sp.,,,11533,Apis mellifera,"Bacteriophage sp. isolate 180, complete genome"
MN856026,Myoviridae sp.,,Myoviridae,10752,,"Myoviridae sp. isolate 276, complete genome"
